,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date,Scheme Category,Scheme Sub-category,Regular/Direct,IDCW Scheme,Bonus Option,Reinvestment Scheme,Benchmark
108,118929,INF179K01WX8,-,HDFC Long Term Advantage Plan - Growth Option - Direct Plan,625.385,2022-01-14,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
109,100998,INF179K01996,-,HDFC Long Term Advantage Plan - Growth Plan,595.168,2022-01-14,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
110,118928,INF179K01WV2,INF179K01WW0,HDFC Long Term Advantage Plan - IDCW Option - Direct Plan,57.515,2022-01-14,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
111,100997,INF179K01970,INF179K01988,HDFC Long Term Advantage Plan - IDCW Plan,51.722,2022-01-14,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
112,151078,INF917K01GP0,-,HSBC ELSS Tax saver Fund - Direct Growth,133.593,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
113,151079,INF917K01GO3,-,HSBC ELSS Tax saver Fund - Direct IDCW Payout,37.5703,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
114,151076,INF677K01064,-,HSBC ELSS Tax saver Fund - Regular Growth,122.8602,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
115,151077,INF677K01072,-,HSBC ELSS Tax saver Fund - Regular IDCW Payout,25.7405,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
116,104707,INF336L01BA4,-,HSBC Tax Saver Equity Fund - Growth,84.7887,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
117,120079,INF336L01EE0,-,HSBC Tax Saver Equity Fund - Growth Direct,94.9771,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
118,104706,INF336L01AZ3,-,HSBC Tax Saver Equity Fund - IDCW,31.0283,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
119,120078,INF336L01ER2,-,HSBC Tax Saver Equity Fund - IDCW Direct Plan,34.8672,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
120,120592,INF109K01Y31,-,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth,954.91,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
121,120593,INF109K01Y15,INF109K01Y23,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - IDCW,44.28,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
122,100354,INF109K01464,-,ICICI Prudential ELSS Tax Saver Fund - Growth,861.9,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
123,100353,INF109K01FN1,INF109K01472,ICICI Prudential ELSS Tax Saver Fund - IDCW,22.92,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
124,120416,INF205K01NT8,-,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,134.89,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
125,120417,INF205K01NR2,INF205K01NS0,Invesco India ELSS Tax Saver Fund - Direct Plan - IDCW (Payout / Reinvestment),29.33,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
126,104636,INF205K01270,-,Invesco India ELSS Tax Saver Fund - Growth,114.42,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
127,104635,INF205K01296,INF205K01288,Invesco India ELSS Tax Saver Fund - IDCW (Payout / Reinvestment),22.39,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
128,147541,INF00XX01390,-,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,24.4098,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
129,147542,INF00XX01408,-,ITI ELSS Tax Saver Fund - Direct Plan - IDCW Option,22.5088,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
130,147544,INF00XX01374,-,ITI ELSS Tax Saver Fund - Regular Plan - Growth Option,21.8758,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
131,147543,INF00XX01382,-,ITI ELSS Tax Saver Fund - Regular Plan - IDCW Option,20.0747,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
132,120494,INF192K01CE3,-,JM ELSS Tax Saver Fund (Direct) - Growth Option,50.705,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
133,120493,INF192K01CD5,-,JM ELSS Tax Saver Fund (Direct) - IDCW,49.4549,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
134,107288,INF192K01650,-,JM ELSS Tax Saver Fund (Regular) - Growth option,44.5686,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
135,107287,INF192K01643,-,JM ELSS Tax Saver Fund (Regular) - IDCW,44.5679,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
136,103339,INF174K01369,-,Kotak ELSS Tax Saver Fund-Growth,106.011,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
137,119773,INF174K01LI3,-,Kotak ELSS Tax Saver Fund-Growth - Direct,123.762,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
138,103338,INF174K01385,INF174K01377,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option,39.674,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
139,119772,INF174K01LJ1,-,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option - Direct,51.843,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
140,120270,INF767K01EM1,-,LIC MF ELSS Tax Saver-Direct Plan-Growth,165.3859,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
141,120269,INF767K01EL3,INF767K01EN9,LIC MF ELSS Tax Saver-Direct Plan-IDCW,36.5267,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
142,100865,INF767K01956,-,LIC MF ELSS Tax Saver-Regular Plan-Growth,145.3741,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
143,100864,INF767K01931,INF767K01949,LIC MF ELSS Tax Saver-Regular Plan-IDCW,30.4331,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
144,134878,-,INF767K01DR2,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
145,134865,-,INF767K01998,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
146,134876,-,INF767K01DQ4,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
147,134847,-,INF767K01980,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
148,135976,-,INF767K01OY5,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
149,135979,-,INF767K01OV1,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
150,134877,-,INF767K01DS0,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
151,134864,-,INF767K01AA4,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
152,134879,-,INF767K01DU6,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
153,134867,-,INF767K01AC0,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
154,134881,-,INF767K01DT8,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
155,134863,-,INF767K01AB2,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
156,135977,-,INF767K01PB0,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
157,135983,-,INF767K01PA2,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
158,134880,-,INF767K01DV4,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
159,134868,-,INF767K01AD8,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
160,134875,-,INF767K01DP6,LIC MF ULIS (10 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
161,134846,-,INF767K01972,LIC MF ULIS (10 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
162,134882,-,INF767K01DX0,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
163,134870,-,INF767K01AF3,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
164,134884,-,INF767K01DW2,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
165,134869,-,INF767K01AE6,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
166,135978,-,INF767K01OX7,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
167,135981,-,INF767K01OU3,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
168,134883,-,INF767K01DY8,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
169,134871,-,INF767K01AG1,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
170,134885,-,INF767K01EA6,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
171,134873,-,INF767K01AI7,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
172,134887,-,INF767K01DZ5,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
173,134872,-,INF767K01AH9,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
174,135980,-,INF767K01OZ2,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
175,135982,-,INF767K01OW9,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
176,134886,-,INF767K01EB4,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
177,134874,-,INF767K01AJ5,LIC MF ULIS (15Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
178,120259,-,INF767K01DO9,LIC MF ULIS (5 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,38.4184,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
179,100325,-,INF767K01964,LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,34.663,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,NIFTY 500
180,139781,INF174V01093,-,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,30.5687,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
181,139780,INF174V01085,-,Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW,16.9627,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
182,139782,INF174V01101,-,Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW,20.6887,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
183,139783,INF174V01077,-,Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth,26.1809,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
184,135781,INF769K01DM9,-,Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth,49.901,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
185,135782,INF769K01DN7,-,Mirae Asset ELSS Tax Saver Fund - Direct Plan - IDCW,27.332,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
186,135784,INF769K01DK3,-,Mirae Asset ELSS Tax Saver Fund - Regular Plan - Growth,44.232,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
187,135783,INF769K01DL1,-,Mirae Asset ELSS Tax Saver Fund - Regular Plan - IDCW,23.294,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
188,133386,INF247L01569,-,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option,52.0304,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
189,133383,INF247L01551,-,Motilal Oswal ELSS Tax Saver Fund - IDCW Payout,27.0353,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
190,133385,INF247L01544,-,Motilal Oswal ELSS Tax Saver Fund - Regular Plan - Growth Option,45.5746,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
191,133384,INF247L01577,-,Motilal Oswal ELSS Tax Saver Fund Direct - IDCW Payout,34.5751,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
192,135653,INF959L01CE3,-,Navi ELSS Tax Saver Fund - Direct Plan IDCW Payout,31.2206,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
193,135652,INF959L01CG8,-,Navi ELSS Tax Saver Fund - Regular Plan IDCW Payout,26.812,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
194,135654,INF959L01CD5,-,Navi ELSS Tax Saver Fund- Direct Plan- Growth Option,31.611,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
195,135655,INF959L01CF0,-,Navi ELSS Tax Saver Fund- Regular Plan- Growth Option,26.8145,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
196,151471,INF959L01GR6,-,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN GROWTH,13.9766,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
197,151473,INF959L01GT2,-,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN IDCW PAYOUT,13.9831,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
198,151472,INF959L01GS4,-,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - REGULAR PLAN GROWTH,13.687,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
199,151474,INF959L01GU0,-,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - REGULAR PLAN IDCW PAYOUT,13.7412,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
200,133866,INF204KA1E04,-,NIPPON INDIA TAX SAVER (ELSS) FUND - ANNUAL IDCW Option,19.865,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
201,133865,INF204KA1E12,-,NIPPON INDIA TAX SAVER (ELSS) FUND - DIRECT Plan - ANNUAL IDCW Option,21.5375,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
202,118801,INF204K01L30,INF204K01L48,NIPPON INDIA TAX SAVER (ELSS) FUND - DIRECT Plan - IDCW Option,43.5989,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
203,103197,INF204K01GL2,INF204K01GM0,NIPPON INDIA TAX SAVER (ELSS) FUND - IDCW Option,32.6791,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
204,103196,INF204K01GK4,-,Nippon India Tax Saver (ELSS) Fund-Growth Plan-Growth Option,117.9812,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
205,118803,INF204K01L55,-,Nippon India Tax Saver Fund - Direct Plan Growth Plan - Growth Option,129.2357,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
206,151611,INF0J8L01115,-,NJ ELSS Tax Saver Scheme Direct Growth,13.67,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
207,151612,INF0J8L01123,-,NJ ELSS Tax Saver Scheme Direct IDCW,13.67,2025-04-02,Equity Scheme,ELSS,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
208,151609,INF0J8L01099,-,NJ ELSS Tax Saver Scheme Regular Growth,13.23,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
209,151610,INF0J8L01107,-,NJ ELSS Tax Saver Scheme Regular IDCW,13.23,2025-04-02,Equity Scheme,ELSS,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
210,135600,INF663L01FO3,-,PGIM India ELSS Tax Saver Fund - Direct Plan - Dividend Option,17.9,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
211,135601,INF663L01FN5,-,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,36.86,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
212,135599,INF663L01FR6,-,PGIM India ELSS Tax Saver Fund - Regular Plan - Dividend Option,16.92,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
213,135598,INF663L01FQ8,-,PGIM India ELSS Tax Saver Fund - Regular Plan - Growth Option,32.35,2025-04-02,Equity Scheme,ELSS,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
214,147481,INF879O01100,-,Parag Parikh ELSS Tax Saver Fund- Direct Growth,31.7912,2025-04-02,Equity Scheme,ELSS,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,NIFTY 500
